X,Y
0.0,3.031600155514446
0.15151515151515152,2.7468031196725238
0.30303030303030304,1.8413540154718768
0.4545454545454546,1.7548870181565834
0.6060606060606061,2.086240712830389
0.7575757575757576,1.2744276404845685
0.9090909090909092,3.4369162249123804
1.0606060606060606,3.338615687697323
1.2121212121212122,5.034116763030417
1.3636363636363638,3.2713276057749523
1.5151515151515151,5.654593597503513
1.6666666666666667,3.7813152644836916
1.8181818181818183,5.351551683818645
1.9696969696969697,5.862136260229553
2.121212121212121,4.95027756824073
2.272727272727273,4.854743547946516
2.4242424242424243,6.508375942463938
2.5757575757575757,6.523748935469695
2.7272727272727275,6.812683142745328
2.878787878787879,5.72056714878848
3.0303030303030303,7.358845224561893
3.181818181818182,7.261134103076383
3.3333333333333335,6.09237621029782
3.484848484848485,7.415602738667066
3.6363636363636367,8.189884582892521
3.787878787878788,7.510915292602099
3.9393939393939394,8.377052360533282
4.090909090909091,8.38053863605115
4.242424242424242,8.893400852247783
4.3939393939393945,8.734166768760609
4.545454545454546,7.4505086632938085
4.696969696969697,9.42600542995166
4.848484848484849,9.126705496098449
5.0,10.327931677110275
5.151515151515151,9.471157062458518
5.303030303030303,10.022337361377934
5.454545454545455,8.930337679856457
5.606060606060606,10.541667824973038
5.757575757575758,10.495635764363799
5.909090909090909,12.478455647545738
6.0606060606060606,10.51366643038146
6.212121212121212,11.386531253542094
6.363636363636364,11.763882684310726
6.515151515151516,12.042021767912722
6.666666666666667,11.095193346256254
6.818181818181818,13.321188686360886
6.96969696969697,12.135273438986369
7.121212121212121,13.015755731046804
7.272727272727273,13.290519637912999
7.424242424242425,13.435025524044155
7.575757575757576,13.998471106099382
7.7272727272727275,12.708439188303009
7.878787878787879,13.554910690489969
8.030303030303031,13.240691398295787
8.181818181818182,15.134057072290515
8.333333333333334,14.045750062678872
8.484848484848484,15.750038712989962
8.636363636363637,14.957850812699702
8.787878787878789,14.764660095789075
8.93939393939394,16.434998355410592
9.090909090909092,16.004780636710812
9.242424242424242,16.3934509681915
9.393939393939394,15.620760140429043
9.545454545454545,17.427740530046115
9.696969696969697,16.936025075684107
9.84848484848485,17.432538152537763
10.0,17.350167504740778
